,visitId,ranking,pageId
51,1495117549,4,3764701
52,1495151568,4,3649471
52,1495151568,4,3654196
52,1495151568,4,3650876
52,1495151568,4,3749266
52,1495151568,4,3655601
52,1495151568,4,3759816
52,1495151568,4,3655386
53,1495131588,4,3655211
53,1495131588,4,3655201
53,1495131588,4,3760836
53,1495131588,4,3653931
53,1495131588,4,3654596
53,1495131588,4,3670921
54,1495123876,3,3826091
54,1495123876,3,3662431
54,1495123876,3,3654526
54,1495123876,3,3759751
54,1495123876,3,3654861
55,1495164651,4,3655411
55,1495164651,4,3655466
55,1495164651,4,3649956
55,1495164651,4,3759751
55,1495164651,4,3751021
55,1495164651,4,3650226
56,1495159559,3,3839601
56,1495159559,3,3749196
56,1495159559,3,3654296
56,1495159559,3,3650341
57,1495155479,3,3760051
57,1495155479,3,3651206
57,1495155479,3,3654791
57,1495155479,3,3761906
57,1495155479,3,3649396
58,1495154138,2,3764366
58,1495154138,2,3764326
59,1495151622,2,3655301
59,1495151622,2,3856066
59,1495151622,2,3655401
60,1495167169,2,3650381
60,1495167169,2,3650176
61,1495117823,1,3855966
62,1495125128,4,3854916
62,1495125128,4,3650391
62,1495125128,4,3759776
62,1495125128,4,3650811
62,1495125128,4,3730076
62,1495125128,4,3651201
62,1495125128,4,3765546
62,1495125128,4,3847391
62,1495125128,4,3650191
63,1495125128,4,3749336
63,1495125128,4,3729491
63,1495125128,4,3650336
63,1495125128,4,3729766
63,1495125128,4,3670011
63,1495125128,4,3650351
63,1495125128,4,3855946
63,1495125128,4,3654601
63,1495125128,4,3654651
64,1495125128,4,3847391
64,1495125128,4,3781346
64,1495125128,4,3650416
64,1495125128,4,3751031
64,1495125128,4,3649986
64,1495125128,4,3654356
64,1495125128,4,3695441
64,1495125128,4,3650591
64,1495125128,4,3760436
65,1495125128,4,3650641
65,1495125128,4,3651076
65,1495125128,4,3695296
65,1495125128,4,3749146
65,1495125128,4,3654131
65,1495125128,4,3840101
65,1495125128,4,3847231
65,1495125128,4,3654446
65,1495125128,4,3749231
66,1495125128,4,3654011
66,1495125128,4,3655056
66,1495125128,4,3749226
66,1495125128,4,3756611
66,1495125128,4,3655151
66,1495125128,4,3655206
66,1495125128,4,3655211
66,1495125128,4,3654891
66,1495125128,4,3650871
67,1495125128,4,3764471
67,1495125128,4,3847351
67,1495125128,4,3650446
67,1495125128,4,3729961
67,1495125128,4,3729896
67,1495125128,4,3654116
67,1495125128,4,3729936
67,1495125128,4,3654636
67,1495125128,4,3655396
68,1495125128,4,3670921
68,1495125128,4,3760951
68,1495125128,4,3763786
68,1495125128,4,3650766
68,1495125128,4,3650416
68,1495125128,4,3650951
68,1495125128,4,3654531
68,1495125128,4,3655516
68,1495125128,4,3650721
69,1495125128,4,3656376
69,1495125128,4,3651041
69,1495125128,4,3764571
69,1495125128,4,3749086
69,1495125128,4,3654176
69,1495125128,4,3764551
69,1495125128,4,3649861
69,1495125128,4,3650861
69,1495125128,4,3650886
70,1495125128,1,3729896
71,1495125128,1,3649711
72,1495125128,1,3654201
73,1495125128,1,3749366
74,1495125128,1,3650226
75,1495125128,1,3654531
76,1495125128,1,3807391
77,1495125128,1,3654901
78,1495125128,4,3856036
78,1495125128,4,3653941
78,1495125128,4,3847211
78,1495125128,4,3749246
78,1495125128,4,3654701
78,1495125128,4,3729841
78,1495125128,4,3649671
78,1495125128,4,3651251
78,1495125128,4,3650466
79,1495125128,4,3847396
79,1495125128,4,3749231
79,1495125128,4,3650001
79,1495125128,4,3855166
79,1495125128,4,3651236
79,1495125128,4,3746866
79,1495125128,4,3761391
79,1495125128,4,3649936
79,1495125128,4,3654661
80,1495125128,4,3651171
80,1495125128,4,3844966
80,1495125128,4,3764491
80,1495125128,4,3650461
80,1495125128,4,3654076
80,1495125128,4,3654746
80,1495125128,4,3760051
80,1495125128,4,3649656
80,1495125128,4,3649961
81,1495125128,4,3650616
81,1495125128,4,3848306
81,1495125128,4,3651091
81,1495125128,4,3751036
81,1495125128,4,3651021
81,1495125128,4,3730081
81,1495125128,4,3847196
81,1495125128,4,3650666
81,1495125128,4,3764771
82,1495125128,4,3650286
82,1495125128,4,3730116
82,1495125128,4,3655446
82,1495125128,4,3654981
82,1495125128,4,3654856
82,1495125128,4,3649951
82,1495125128,4,3760556
82,1495125128,4,3655511
82,1495125128,4,3749091
83,1495125128,4,3764386
83,1495125128,4,3655706
83,1495125128,4,3729781
83,1495125128,4,3854561
83,1495125128,4,3764566
83,1495125128,4,3764451
83,1495125128,4,3654661
83,1495125128,4,3651046
83,1495125128,4,3655211
84,1495125128,4,3655021
84,1495125128,4,3654536
84,1495125128,4,3656336
84,1495125128,4,3655431
84,1495125128,4,3699151
84,1495125128,4,3650946
84,1495125128,4,3649531
84,1495125128,4,3856036
84,1495125128,4,3763866
85,1495125128,4,3760806
85,1495125128,4,3847446
85,1495125128,4,3650441
85,1495125128,4,3650431
85,1495125128,4,3764366
85,1495125128,4,3655336
85,1495125128,4,3729501
85,1495125128,4,3755486
85,1495125128,4,3654636
86,1495125128,1,3650696
87,1495125128,1,3675796
88,1495125128,1,3653911
89,1495125128,1,3650836
90,1495125128,1,3649501
91,1495125128,1,3854856
92,1495125128,1,3654751
93,1495125128,1,3649506
94,1495152947,4,3650901
94,1495152947,4,3655101
94,1495152947,4,3764781
94,1495152947,4,3653971
94,1495152947,4,3654161
94,1495152947,4,3764576
94,1495152947,4,3655391
94,1495152947,4,3749351
94,1495152947,4,3655006
94,1495152947,4,3764261
94,1495152947,4,3730016
94,1495152947,4,3654111
95,1495154539,1,3751006
96,1495143554,1,3760851
97,1495129009,1,3655526
98,1495132309,1,3654906
99,1495114416,1,3749281
100,1495100179,1,3655696
101,1495151854,4,3845561
101,1495151854,4,3693356
101,1495151854,4,3655566
101,1495151854,4,3749181
101,1495151854,4,3654706
101,1495151854,4,3781331
101,1495151854,4,3822896
101,1495151854,4,3764421
101,1495151854,4,3806301
101,1495151854,4,3650211
101,1495151854,4,3854641
101,1495151854,4,3764576
101,1495151854,4,3764546
101,1495151854,4,3729801
101,1495151854,4,3750991
101,1495151854,4,3650421
101,1495151854,4,3650326
101,1495151854,4,3654661
101,1495151854,4,3650796
101,1495151854,4,3654266
101,1495151854,4,3655616
101,1495151854,4,3649716
101,1495151854,4,3846886
101,1495151854,4,3730036
101,1495151854,4,3650291
101,1495151854,4,3700596
101,1495151854,4,3651101
101,1495151854,4,3751661
102,1495162848,1,3654026
103,1495112100,1,3653921
104,1495154800,4,3854621
104,1495154800,4,3764316
104,1495154800,4,3649806
104,1495154800,4,3655076
104,1495154800,4,3749201
104,1495154800,4,3654661
104,1495154800,4,3649621
104,1495154800,4,3729651
104,1495154800,4,3764486
104,1495154800,4,3654666
104,1495154800,4,3729966
104,1495154800,4,3654326
105,1495127769,4,3649646
105,1495127769,4,3655451
105,1495127769,4,3655246
105,1495127769,4,3749276
105,1495127769,4,3764771
105,1495127769,4,3759821
105,1495127769,4,3654846
105,1495127769,4,3846561
105,1495127769,4,3730051
105,1495127769,4,3649926
106,1495121108,4,3650666
106,1495121108,4,3847201
106,1495121108,4,3654446
106,1495121108,4,3749146
106,1495121108,4,3763451
106,1495121108,4,3730011
106,1495121108,4,3669051
106,1495121108,4,3649451
106,1495121108,4,3763206
106,1495121108,4,3756611
107,1495101140,4,3649616
107,1495101140,4,3650121
107,1495101140,4,3649531
107,1495101140,4,3655401
107,1495101140,4,3761926
107,1495101140,4,3730146
107,1495101140,4,3764611
107,1495101140,4,3730191
107,1495101140,4,3649936
107,1495101140,4,3759811
107,1495101140,4,3749231
107,1495101140,4,3653961
108,1495109652,4,3748056
108,1495109652,4,3656261
108,1495109652,4,3729806
108,1495109652,4,3749316
108,1495109652,4,3764241
108,1495109652,4,3845156
108,1495109652,4,3729916
108,1495109652,4,3655071
108,1495109652,4,3658581
108,1495109652,4,3650911
109,1495141859,3,3656336
109,1495141859,3,3651946
109,1495141859,3,3730066
109,1495141859,3,3676036
109,1495141859,3,3847211
110,1495107117,4,3856036
110,1495107117,4,3687661
110,1495107117,4,3650246
110,1495107117,4,3650696
110,1495107117,4,3730006
110,1495107117,4,3730146
110,1495107117,4,3749301
110,1495107117,4,3650726
111,1495101242,2,3837326
111,1495101242,2,3651036
111,1495101242,2,3654676
112,1495167353,4,3651061
112,1495167353,4,3655326
112,1495167353,4,3655336
112,1495167353,4,3855941
112,1495167353,4,3649566
112,1495167353,4,3654996
112,1495167353,4,3759781
113,1495097203,4,3658581
113,1495097203,4,3749236
113,1495097203,4,3729671
113,1495097203,4,3774296
113,1495097203,4,3685441
113,1495097203,4,3649981
113,1495097203,4,3649601
114,1495148209,4,3650811
114,1495148209,4,3671406
114,1495148209,4,3761856
114,1495148209,4,3655086
114,1495148209,4,3654246
114,1495148209,4,3650631
115,1495143346,4,3656381
115,1495143346,4,3855211
115,1495143346,4,3650721
115,1495143346,4,3655136
115,1495143346,4,3729846
115,1495143346,4,3655481
116,1495129583,3,3730041
116,1495129583,3,3651186
116,1495129583,3,3654091
116,1495129583,3,3650631
116,1495129583,3,3729511
117,1495103169,2,3655061
117,1495103169,2,3655551
117,1495103169,2,3764481
118,1495156307,3,3729506
118,1495156307,3,3649506
118,1495156307,3,3655106
118,1495156307,3,3764571
119,1495093372,3,3655691
119,1495093372,3,3654626
119,1495093372,3,3650511
119,1495093372,3,3749316
119,1495093372,3,3749131
120,1495094574,3,3847421
120,1495094574,3,3729771
120,1495094574,3,3764401
120,1495094574,3,3656326
121,1495119598,3,3654661
121,1495119598,3,3654571
121,1495119598,3,3654236
121,1495119598,3,3729541
122,1495155179,3,3651001
122,1495155179,3,3764501
122,1495155179,3,3655521
122,1495155179,3,3764486
123,1495123127,2,3654661
123,1495123127,2,3771051
123,1495123127,2,3730011
124,1495119913,2,3654786
124,1495119913,2,3649406
124,1495119913,2,3654851
125,1495140967,2,3654301
125,1495140967,2,3654571
126,1495140967,2,3729711
126,1495140967,2,3730041
127,1495140967,2,3856016
127,1495140967,2,3729611
128,1495140967,2,3655456
128,1495140967,2,3655391
129,1495140967,2,3742456
129,1495140967,2,3729691
130,1495140967,2,3704191
130,1495140967,2,3655151
131,1495140967,2,3654591
131,1495140967,2,3764451
132,1495140967,2,3650616
132,1495140967,2,3655366
133,1495140967,2,3654011
133,1495140967,2,3649801
134,1495140967,2,3840101
134,1495140967,2,3654251
135,1495140967,2,3764276
135,1495140967,2,3856026
136,1495140967,2,3655576
136,1495140967,2,3751021
137,1495140967,2,3808026
137,1495140967,2,3764536
138,1495140967,2,3729821
138,1495140967,2,3649876
139,1495140967,2,3650771
139,1495140967,2,3655136
140,1495140967,2,3654821
140,1495140967,2,3839341
141,1495140967,2,3654166
141,1495140967,2,3729311
142,1495140967,2,3650261
142,1495140967,2,3650681
143,1495140967,2,3650576
143,1495140967,2,3831911
144,1495140967,2,3654881
144,1495140967,2,3655146
145,1495140967,2,3668731
145,1495140967,2,3655211
146,1495140967,2,3764781
146,1495140967,2,3659576
147,1495140967,2,3654136
147,1495140967,2,3649476
148,1495140967,2,3847316
148,1495140967,2,3650261
149,1495140967,2,3759741
149,1495140967,2,3848546
150,1495140967,2,3650246
150,1495140967,2,3649626
151,1495140967,2,3649586
151,1495140967,2,3651901
152,1495140967,4,3764516
152,1495140967,4,3656361
152,1495140967,4,3764781
152,1495140967,4,3655331
152,1495140967,4,3687661
152,1495140967,4,3829111
153,1495140967,4,3729756
153,1495140967,4,3655216
153,1495140967,4,3764416
153,1495140967,4,3756181
153,1495140967,4,3650721
153,1495140967,4,3654756
154,1495140967,4,3655101
154,1495140967,4,3650241
154,1495140967,4,3654521
154,1495140967,4,3855946
154,1495140967,4,3655391
154,1495140967,4,3649631
155,1495140967,4,3855976
155,1495140967,4,3743516
155,1495140967,4,3654996
155,1495140967,4,3649561
155,1495140967,4,3655391
155,1495140967,4,3847196
156,1495140967,4,3650811
156,1495140967,4,3655436
156,1495140967,4,3655131
156,1495140967,4,3655376
156,1495140967,4,3655421
156,1495140967,4,3730151
157,1495140967,4,3654721
157,1495140967,4,3729906
157,1495140967,4,3651946
157,1495140967,4,3747631
157,1495140967,4,3649576
157,1495140967,4,3654011
158,1495140967,4,3729856
158,1495140967,4,3751041
158,1495140967,4,3729526
158,1495140967,4,3654646
158,1495140967,4,3763671
158,1495140967,4,3655106
159,1495140967,4,3655511
159,1495140967,4,3655226
159,1495140967,4,3761856
159,1495140967,4,3651146
159,1495140967,4,3654966
159,1495140967,4,3682826
160,1495140967,4,3650941
160,1495140967,4,3729771
160,1495140967,4,3672551
160,1495140967,4,3798836
160,1495140967,4,3650271
160,1495140967,4,3653906
161,1495140967,4,3649451
161,1495140967,4,3855966
161,1495140967,4,3764501
161,1495140967,4,3649556
161,1495140967,4,3651921
161,1495140967,4,3649876
162,1495140967,4,3729441
162,1495140967,4,3654076
162,1495140967,4,3656326
162,1495140967,4,3651216
162,1495140967,4,3729416
162,1495140967,4,3650921
163,1495140967,4,3649616
163,1495140967,4,3654451
163,1495140967,4,3655091
163,1495140967,4,3655541
163,1495140967,4,3729501
163,1495140967,4,3749381
164,1495140967,4,3847241
164,1495140967,4,3751026
164,1495140967,4,3655346
164,1495140967,4,3749251
164,1495140967,4,3655036
164,1495140967,4,3662431
165,1495140967,4,3654121
165,1495140967,4,3743516
165,1495140967,4,3856011
165,1495140967,4,3654511
165,1495140967,4,3846481
165,1495140967,4,3670011
166,1495140967,4,3654571
166,1495140967,4,3654441
166,1495140967,4,3847421
166,1495140967,4,3654326
166,1495140967,4,3653986
166,1495140967,4,3847236
167,1495140967,4,3749166
167,1495140967,4,3764481
167,1495140967,4,3730151
167,1495140967,4,3650226
167,1495140967,4,3655071
167,1495140967,4,3654186
168,1495140967,4,3749111
168,1495140967,4,3808051
168,1495140967,4,3656261
168,1495140967,4,3675796
168,1495140967,4,3651936
168,1495140967,4,3650231
169,1495140967,4,3764391
169,1495140967,4,3763871
169,1495140967,4,3650781
169,1495140967,4,3651141
169,1495140967,4,3654311
169,1495140967,4,3734111
170,1495140967,4,3846596
170,1495140967,4,3729956
170,1495140967,4,3655466
170,1495140967,4,3651081
170,1495140967,4,3655426
170,1495140967,4,3654391
171,1495140967,4,3749356
171,1495140967,4,3655071
171,1495140967,4,3650711
171,1495140967,4,3651126
171,1495140967,4,3849621
171,1495140967,4,3764576
172,1495140967,4,3673206
172,1495140967,4,3650291
172,1495140967,4,3654516
172,1495140967,4,3729636
172,1495140967,4,3655541
172,1495140967,4,3749136
173,1495140967,4,3759776
173,1495140967,4,3654536
173,1495140967,4,3856056
173,1495140967,4,3730186
173,1495140967,4,3751096
173,1495140967,4,3846886
174,1495140967,4,3650526
174,1495140967,4,3856041
174,1495140967,4,3650886
174,1495140967,4,3650426
174,1495140967,4,3669386
174,1495140967,4,3649671
175,1495140967,4,3749251
175,1495140967,4,3653951
175,1495140967,4,3730101
175,1495140967,4,3847451
175,1495140967,4,3729536
175,1495140967,4,3649571
176,1495140967,4,3649561
176,1495140967,4,3654276
176,1495140967,4,3729821
176,1495140967,4,3730076
176,1495140967,4,3654211
176,1495140967,4,3649491
177,1495140967,4,3650066
177,1495140967,4,3654671
177,1495140967,4,3653951
177,1495140967,4,3846606
177,1495140967,4,3651236
177,1495140967,4,3654681
178,1495140967,4,3670921
178,1495140967,4,3847436
178,1495140967,4,3654361
178,1495140967,4,3847201
178,1495140967,4,3654956
178,1495140967,4,3763866
179,1495140967,1,3654756
180,1495140967,1,3729676
181,1495140967,1,3650341
182,1495140967,1,3655266
183,1495140967,1,3654911
184,1495140967,1,3657281
185,1495140967,1,3761926
186,1495140967,1,3655561
187,1495140967,1,3654126
188,1495140967,1,3655456
189,1495140967,1,3760571
190,1495140967,1,3658581
191,1495140967,1,3650556
192,1495140967,1,3651231
193,1495140967,1,3653911
194,1495140967,1,3774496
195,1495140967,1,3749151
196,1495140967,1,3651056
197,1495140967,1,3655341
198,1495140967,1,3855966
199,1495140967,1,3649451
200,1495140967,1,3649536
201,1495140967,1,3759736
202,1495140967,1,3650251
203,1495140967,1,3821166
204,1495140967,1,3654186
205,1495140967,1,3761911
206,1495140967,2,3749151
206,1495140967,2,3655411
207,1495140967,2,3654701
207,1495140967,2,3654011
208,1495140967,2,3650676
208,1495140967,2,3649601
209,1495140967,2,3763671
209,1495140967,2,3655001
210,1495140967,2,3690851
210,1495140967,2,3766111
211,1495140967,2,3729871
211,1495140967,2,3654306
212,1495140967,2,3655341
212,1495140967,2,3669186
213,1495140967,2,3650671
213,1495140967,2,3650336
214,1495140967,2,3650811
214,1495140967,2,3729721
215,1495140967,2,3730186
215,1495140967,2,3654246
216,1495140967,2,3654946
216,1495140967,2,3774296
217,1495140967,2,3748021
217,1495140967,2,3650281
218,1495140967,2,3749386
218,1495140967,2,3651226
219,1495140967,2,3729671
219,1495140967,2,3730121
220,1495140967,2,3650871
220,1495140967,2,3653981
221,1495140967,2,3649826
221,1495140967,2,3649846
222,1495140967,2,3659576
222,1495140967,2,3650391
223,1495140967,2,3675796
223,1495140967,2,3749211
224,1495140967,2,3649431
224,1495140967,2,3650651
225,1495140967,2,3654561
225,1495140967,2,3655596
226,1495140967,2,3650261
226,1495140967,2,3655551
227,1495140967,2,3855991
227,1495140967,2,3651881
228,1495140967,2,3655061
228,1495140967,2,3763206
229,1495140967,2,3730016
229,1495140967,2,3764341
230,1495140967,2,3763866
230,1495140967,2,3730046
231,1495140967,2,3654141
231,1495140967,2,3649981
232,1495140967,2,3650646
232,1495140967,2,3729911
233,1495140967,4,3651181
233,1495140967,4,3654586
233,1495140967,4,3650471
233,1495140967,4,3729886
233,1495140967,4,3729751
233,1495140967,4,3649706
234,1495140967,4,3855566
234,1495140967,4,3650986
234,1495140967,4,3649436
234,1495140967,4,3826091
234,1495140967,4,3650656
234,1495140967,4,3691366
235,1495140967,4,3650366
235,1495140967,4,3653931
235,1495140967,4,3856196
235,1495140967,4,3650556
235,1495140967,4,3654006
235,1495140967,4,3655361
236,1495140967,4,3654101
236,1495140967,4,3655446
236,1495140967,4,3763671
236,1495140967,4,3746866
236,1495140967,4,3655391
236,1495140967,4,3649931
237,1495140967,4,3649531
237,1495140967,4,3751036
237,1495140967,4,3665791
237,1495140967,4,3729321
237,1495140967,4,3654511
237,1495140967,4,3729646
238,1495140967,4,3649596
238,1495140967,4,3650801
238,1495140967,4,3751006
238,1495140967,4,3749071
238,1495140967,4,3654741
238,1495140967,4,3671406
239,1495140967,4,3649451
239,1495140967,4,3650331
239,1495140967,4,3846481
239,1495140967,4,3654586
239,1495140967,4,3729866
239,1495140967,4,3729771
240,1495140967,4,3650246
240,1495140967,4,3655106
240,1495140967,4,3654631
240,1495140967,4,3654381
240,1495140967,4,3654831
240,1495140967,4,3651256
241,1495140967,4,3763786
241,1495140967,4,3749246
241,1495140967,4,3781326
241,1495140967,4,3764551
241,1495140967,4,3650776
241,1495140967,4,3730016
242,1495140967,4,3650951
242,1495140967,4,3654646
242,1495140967,4,3650636
242,1495140967,4,3651056
242,1495140967,4,3729906
242,1495140967,4,3730181
243,1495140967,4,3654491
243,1495140967,4,3654211
243,1495140967,4,3749341
243,1495140967,4,3655446
243,1495140967,4,3655686
243,1495140967,4,3730101
244,1495140967,4,3751111
244,1495140967,4,3655496
244,1495140967,4,3749251
244,1495140967,4,3682826
244,1495140967,4,3654511
244,1495140967,4,3854856
245,1495140967,4,3749091
245,1495140967,4,3754446
245,1495140967,4,3704191
245,1495140967,4,3811271
245,1495140967,4,3666046
245,1495140967,4,3650696
246,1495140967,4,3655361
246,1495140967,4,3852401
246,1495140967,4,3650071
246,1495140967,4,3730131
246,1495140967,4,3650301
246,1495140967,4,3650791
247,1495140967,4,3850086
247,1495140967,4,3655226
247,1495140967,4,3651906
247,1495140967,4,3651016
247,1495140967,4,3760851
247,1495140967,4,3750991
248,1495140967,4,3651241
248,1495140967,4,3655586
248,1495140967,4,3651126
248,1495140967,4,3764511
248,1495140967,4,3685441
248,1495140967,4,3656326
249,1495140967,4,3658581
249,1495140967,4,3853731
249,1495140967,4,3751016
249,1495140967,4,3855966
249,1495140967,4,3654451
249,1495140967,4,3760836
250,1495140967,4,3760856
250,1495140967,4,3729981
250,1495140967,4,3655141
250,1495140967,4,3764771
250,1495140967,4,3760851
250,1495140967,4,3792506
251,1495140967,4,3654796
251,1495140967,4,3730191
251,1495140967,4,3655221
251,1495140967,4,3749186
251,1495140967,4,3651091
251,1495140967,4,3651946
252,1495140967,4,3654476
252,1495140967,4,3649901
252,1495140967,4,3651941
252,1495140967,4,3649506
252,1495140967,4,3654821
252,1495140967,4,3649516
253,1495140967,4,3764346
253,1495140967,4,3649451
253,1495140967,4,3730021
253,1495140967,4,3749206
253,1495140967,4,3749266
253,1495140967,4,3765996
254,1495140967,4,3764566
254,1495140967,4,3690851
254,1495140967,4,3655571
254,1495140967,4,3703231
254,1495140967,4,3654671
254,1495140967,4,3764231
255,1495140967,4,3654621
255,1495140967,4,3651011
255,1495140967,4,3650216
255,1495140967,4,3655571
255,1495140967,4,3854916
255,1495140967,4,3651186
256,1495140967,4,3655416
256,1495140967,4,3847446
256,1495140967,4,3654576
256,1495140967,4,3751001
256,1495140967,4,3821166
256,1495140967,4,3751006
257,1495140967,4,3749326
257,1495140967,4,3650926
257,1495140967,4,3651921
257,1495140967,4,3655191
257,1495140967,4,3764576
257,1495140967,4,3764506
258,1495140967,4,3650816
258,1495140967,4,3654226
258,1495140967,4,3730026
258,1495140967,4,3760241
258,1495140967,4,3764276
258,1495140967,4,3654661
259,1495140967,4,3650591
259,1495140967,4,3655386
259,1495140967,4,3730081
259,1495140967,4,3845156
259,1495140967,4,3729921
259,1495140967,4,3651101
260,1495140967,1,3650886
261,1495140967,1,3764381
262,1495140967,1,3653926
263,1495140967,1,3852666
264,1495140967,1,3650606
265,1495140967,1,3656806
266,1495140967,1,3763226
267,1495140967,1,3759731
268,1495140967,1,3650876
269,1495140967,1,3654316
270,1495140967,1,3746411
271,1495140967,1,3763201
272,1495140967,1,3654236
273,1495140967,1,3654886
274,1495140967,1,3764521
275,1495140967,1,3740731
276,1495140967,1,3847391
277,1495140967,1,3854856
278,1495140967,1,3650411
279,1495140967,1,3655186
